fecha_hecho,cod_depto,departamento,cod_muni,municipio,cantidad
2024-09-19T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,392
2024-09-18T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,412
2024-09-17T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,386
2024-09-16T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,365
2024-09-15T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,291
2024-09-14T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,401
2024-09-13T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,428
2024-09-12T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,374
2024-09-11T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,379
2024-09-10T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,388
2024-09-09T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,323
2024-09-08T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,282
2024-09-07T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,382
2024-09-06T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,357
2024-09-05T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,305
2024-09-04T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,266
2024-09-03T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,331
2024-09-02T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,332
2024-09-01T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,348
2024-08-31T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,433
2024-08-30T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,444
2024-08-29T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,343
2024-08-28T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,346
2024-08-27T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,313
2024-08-26T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,326
2024-08-25T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,281
2024-08-24T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,376
2024-08-23T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,407
